Text Date,Value Date,Zip Code,Water Use,Power Use
Jan_2007,Jan-07,"90063
(34.044881544000475, -118.18593660399972)",17.35,336
Feb_2007,Feb-07,"90063
(34.044881544000475, -118.18593660399972)",15.46,305
Mar_2007,Mar-07,"90063
(34.044881544000475, -118.18593660399972)",18.11,299
Apr_2007,Apr-07,"90063
(34.044881544000475, -118.18593660399972)",18.33,276
May_2007,May-07,"90063
(34.044881544000475, -118.18593660399972)",20.68,293
Jun_2007,Jun-07,"90063
(34.044881544000475, -118.18593660399972)",20.76,287
Jul_2007,Jul-07,"90063
(34.044881544000475, -118.18593660399972)",20.58,352
Aug_2007,Aug-07,"90063
(34.044881544000475, -118.18593660399972)",20.37,366
Sep_2007,Sep-07,"90063
(34.044881544000475, -118.18593660399972)",17.9,294
Oct_2007,Oct-07,"90063
(34.044881544000475, -118.18593660399972)",17.94,292
Nov_2007,Nov-07,"90063
(34.044881544000475, -118.18593660399972)",15.96,326
Dec_2007,Dec-07,"90063
(34.044881544000475, -118.18593660399972)",16.06,345
Jan_2008,Jan-08,"90063
(34.044881544000475, -118.18593660399972)",15.54,336
Feb_2008,Feb-08,"90063
(34.044881544000475, -118.18593660399972)",14.18,310
Mar_2008,Mar-08,"90063
(34.044881544000475, -118.18593660399972)",16.5,298
Apr_2008,Apr-08,"90063
(34.044881544000475, -118.18593660399972)",17.19,275
May_2008,May-08,"90063
(34.044881544000475, -118.18593660399972)",18.53,312
Jun_2008,Jun-08,"90063
(34.044881544000475, -118.18593660399972)",17.35,310
Jul_2008,Jul-08,"90063
(34.044881544000475, -118.18593660399972)",19.41,347
Aug_2008,Aug-08,"90063
(34.044881544000475, -118.18593660399972)",19.12,356
Sep_2008,Sep-08,"90063
(34.044881544000475, -118.18593660399972)",17.91,316
Oct_2008,Oct-08,"90063
(34.044881544000475, -118.18593660399972)",18.21,320
Nov_2008,Nov-08,"90063
(34.044881544000475, -118.18593660399972)",15.77,328
Dec_2008,Dec-08,"90063
(34.044881544000475, -118.18593660399972)",15.77,343
Jan_2009,Jan-09,"90063
(34.044881544000475, -118.18593660399972)",15.44,322
Feb_2009,Feb-09,"90063
(34.044881544000475, -118.18593660399972)",13.79,284
Mar_2009,Mar-09,"90063
(34.044881544000475, -118.18593660399972)",15.95,294
Apr_2009,Apr-09,"90063
(34.044881544000475, -118.18593660399972)",16.39,274
May_2009,May-09,"90063
(34.044881544000475, -118.18593660399972)",17.48,289
Jun_2009,Jun-09,"90063
(34.044881544000475, -118.18593660399972)",16.45,282
Jul_2009,Jul-09,"90063
(34.044881544000475, -118.18593660399972)",17.41,345
Aug_2009,Aug-09,"90063
(34.044881544000475, -118.18593660399972)",17.62,363
Sep_2009,Sep-09,"90063
(34.044881544000475, -118.18593660399972)",15.89,314
Oct_2009,Oct-09,"90063
(34.044881544000475, -118.18593660399972)",16.03,318
Nov_2009,Nov-09,"90063
(34.044881544000475, -118.18593660399972)",14.51,317
Dec_2009,Dec-09,"90063
(34.044881544000475, -118.18593660399972)",14.52,329
Jan_2010,Jan-10,"90063
(34.044881544000475, -118.18593660399972)",13.86,323
Feb_2010,Feb-10,"90063
(34.044881544000475, -118.18593660399972)",12.34,288
Mar_2010,Mar-10,"90063
(34.044881544000475, -118.18593660399972)",14.26,287
Apr_2010,Apr-10,"90063
(34.044881544000475, -118.18593660399972)",14.05,263
May_2010,May-10,"90063
(34.044881544000475, -118.18593660399972)",15.52,275
Jun_2010,Jun-10,"90063
(34.044881544000475, -118.18593660399972)",15.4,267
Jul_2010,Jul-10,"90063
(34.044881544000475, -118.18593660399972)",16.7,312
Aug_2010,Aug-10,"90063
(34.044881544000475, -118.18593660399972)",17.05,325
Sep_2010,Sep-10,"90063
(34.044881544000475, -118.18593660399972)",15.4,295
Oct_2010,Oct-10,"90063
(34.044881544000475, -118.18593660399972)",15.16,299
Nov_2010,Nov-10,"90063
(34.044881544000475, -118.18593660399972)",13.89,328
Dec_2010,Dec-10,"90063
(34.044881544000475, -118.18593660399972)",14.26,347
Jan_2011,Jan-11,"90063
(34.044881544000475, -118.18593660399972)",14.36,326
Feb_2011,Feb-11,"90063
(34.044881544000475, -118.18593660399972)",12.87,288
Mar_2011,Mar-11,"90063
(34.044881544000475, -118.18593660399972)",14.62,295
Apr_2011,Apr-11,"90063
(34.044881544000475, -118.18593660399972)",14.26,276
May_2011,May-11,"90063
(34.044881544000475, -118.18593660399972)",16.28,286
Jun_2011,Jun-11,"90063
(34.044881544000475, -118.18593660399972)",16.24,277
Jul_2011,Jul-11,"90063
(34.044881544000475, -118.18593660399972)",17.29,315
Aug_2011,Aug-11,"90063
(34.044881544000475, -118.18593660399972)",17.33,323
Sep_2011,Sep-11,"90063
(34.044881544000475, -118.18593660399972)",16.03,291
Oct_2011,Oct-11,"90063
(34.044881544000475, -118.18593660399972)",16.15,297
Nov_2011,Nov-11,"90063
(34.044881544000475, -118.18593660399972)",14.67,319
Dec_2011,Dec-11,"90063
(34.044881544000475, -118.18593660399972)",15.18,336
Jan_2012,Jan-12,"90063
(34.044881544000475, -118.18593660399972)",15,313
Feb_2012,Feb-12,"90063
(34.044881544000475, -118.18593660399972)",13.8,285
Mar_2012,Mar-12,"90063
(34.044881544000475, -118.18593660399972)",14.72,286
Apr_2012,Apr-12,"90063
(34.044881544000475, -118.18593660399972)",14.45,271
May_2012,May-12,"90063
(34.044881544000475, -118.18593660399972)",16.62,279
Jun_2012,Jun-12,"90063
(34.044881544000475, -118.18593660399972)",16.17,270
Jul_2012,Jul-12,"90063
(34.044881544000475, -118.18593660399972)",10.91,336
Aug_2012,Aug-12,"90063
(34.044881544000475, -118.18593660399972)",11.05,352
Sep_2012,Sep-12,"90063
(34.044881544000475, -118.18593660399972)",10,325
Oct_2012,Oct-12,"90063
(34.044881544000475, -118.18593660399972)",10.25,333
Nov_2012,Nov-12,"90063
(34.044881544000475, -118.18593660399972)",8.36,318
Dec_2013,Dec-12,"90063
(34.044881544000475, -118.18593660399972)",8.42,327
Jan_2013,Jan-13,"90063
(34.044881544000475, -118.18593660399972)",8.62,326
Feb_2013,Feb-13,"90063
(34.044881544000475, -118.18593660399972)",7.85,293
Mar_2013,Mar-13,"90063
(34.044881544000475, -118.18593660399972)",9.2,279
Apr_2013,Apr-13,"90063
(34.044881544000475, -118.18593660399972)",9.27,255
May_2013,May-13,"90063
(34.044881544000475, -118.18593660399972)",9.98,289
Jun_2013,Jun-13,"90063
(34.044881544000475, -118.18593660399972)",9.86,286
Jul_2005,Jul-05,"90064
(34.035413777000485, -118.4321767559997)",32.45,536
Aug_2005,Aug-05,"90064
(34.035413777000485, -118.4321767559997)",31.32,548
Sep_2005,Sep-05,"90064
(34.035413777000485, -118.4321767559997)",29.11,528
Oct_2005,Oct-05,"90064
(34.035413777000485, -118.4321767559997)",24.84,523
Nov_2005,Nov-05,"90064
(34.035413777000485, -118.4321767559997)",21.7,511
Dec_2005,Dec-05,"90064
(34.035413777000485, -118.4321767559997)",21.49,561
Jan_2006,Jan-06,"90064
(34.035413777000485, -118.4321767559997)",21.43,571
Feb_2006,Feb-06,"90064
(34.035413777000485, -118.4321767559997)",18.54,510
Mar_2006,Mar-06,"90064
(34.035413777000485, -118.4321767559997)",19.96,555
Apr_2006,Apr-06,"90064
(34.035413777000485, -118.4321767559997)",21.55,508
May_2006,May-06,"90064
(34.035413777000485, -118.4321767559997)",25.74,520
Jun_2006,Jun-06,"90064
(34.035413777000485, -118.4321767559997)",29.9,592
Jul_2006,Jul-06,"90064
(34.035413777000485, -118.4321767559997)",31.82,637
Aug_2006,Aug-06,"90064
(34.035413777000485, -118.4321767559997)",32.21,593
Sep_2006,Sep-06,"90064
(34.035413777000485, -118.4321767559997)",30.14,553
Oct_2006,Oct-06,"90064
(34.035413777000485, -118.4321767559997)",26.82,538
Nov_2006,Nov-06,"90064
(34.035413777000485, -118.4321767559997)",23.73,526
Dec_2006,Dec-06,"90064
(34.035413777000485, -118.4321767559997)",22.34,591
Jan_2007,Jan-07,"90064
(34.035413777000485, -118.4321767559997)",22.11,608
Feb_2007,Feb-07,"90064
(34.035413777000485, -118.4321767559997)",20.69,512
Mar_2007,Mar-07,"90064
(34.035413777000485, -118.4321767559997)",24.16,537
Apr_2007,Apr-07,"90064
(34.035413777000485, -118.4321767559997)",27.5,499
May_2007,May-07,"90064
(34.035413777000485, -118.4321767559997)",29.49,510
Jun_2007,Jun-07,"90064
(34.035413777000485, -118.4321767559997)",31.01,536
Jul_2007,Jul-07,"90064
(34.035413777000485, -118.4321767559997)",33.01,583
Aug_2007,Aug-07,"90064
(34.035413777000485, -118.4321767559997)",31.53,601
Sep_2007,Sep-07,"90064
(34.035413777000485, -118.4321767559997)",28.46,566
Oct_2007,Oct-07,"90064
(34.035413777000485, -118.4321767559997)",26.17,540
Nov_2007,Nov-07,"90064
(34.035413777000485, -118.4321767559997)",22.32,536
Dec_2007,Dec-07,"90064
(34.035413777000485, -118.4321767559997)",19.23,615
Jan_2008,Jan-08,"90064
(34.035413777000485, -118.4321767559997)",18.65,631
Feb_2008,Feb-08,"90064
(34.035413777000485, -118.4321767559997)",18.18,544
Mar_2008,Mar-08,"90064
(34.035413777000485, -118.4321767559997)",21.73,551
Apr_2008,Apr-08,"90064
(34.035413777000485, -118.4321767559997)",25.45,509
May_2008,May-08,"90064
(34.035413777000485, -118.4321767559997)",26.77,524
Jun_2008,Jun-08,"90064
(34.035413777000485, -118.4321767559997)",26.93,563
Jul_2008,Jul-08,"90064
(34.035413777000485, -118.4321767559997)",31.79,593
Aug_2008,Aug-08,"90064
(34.035413777000485, -118.4321767559997)",30.54,606
Sep_2008,Sep-08,"90064
(34.035413777000485, -118.4321767559997)",27.82,581
Oct_2008,Oct-08,"90064
(34.035413777000485, -118.4321767559997)",26.13,553
Nov_2008,Nov-08,"90064
(34.035413777000485, -118.4321767559997)",22.37,541
Dec_2008,Dec-08,"90064
(34.035413777000485, -118.4321767559997)",19.57,595
Jan_2009,Jan-09,"90064
(34.035413777000485, -118.4321767559997)",19.09,595
Feb_2009,Feb-09,"90064
(34.035413777000485, -118.4321767559997)",17.06,505
Mar_2009,Mar-09,"90064
(34.035413777000485, -118.4321767559997)",20.39,537
Apr_2009,Apr-09,"90064
(34.035413777000485, -118.4321767559997)",24.17,494
May_2009,May-09,"90064
(34.035413777000485, -118.4321767559997)",25.57,502
Jun_2009,Jun-09,"90064
(34.035413777000485, -118.4321767559997)",24.65,519
Jul_2009,Jul-09,"90064
(34.035413777000485, -118.4321767559997)",27.12,557
Aug_2009,Aug-09,"90064
(34.035413777000485, -118.4321767559997)",27.92,594
Sep_2009,Sep-09,"90064
(34.035413777000485, -118.4321767559997)",24.72,575
Oct_2009,Oct-09,"90064
(34.035413777000485, -118.4321767559997)",22.63,550
Nov_2009,Nov-09,"90064
(34.035413777000485, -118.4321767559997)",20.13,536
Dec_2009,Dec-09,"90064
(34.035413777000485, -118.4321767559997)",17.87,585
Jan_2010,Jan-10,"90064
(34.035413777000485, -118.4321767559997)",16.45,592
Feb_2010,Feb-10,"90064
(34.035413777000485, -118.4321767559997)",15.34,498
Mar_2010,Mar-10,"90064
(34.035413777000485, -118.4321767559997)",18.52,524
Apr_2010,Apr-10,"90064
(34.035413777000485, -118.4321767559997)",20.52,483
May_2010,May-10,"90064
(34.035413777000485, -118.4321767559997)",22.58,488
Jun_2010,Jun-10,"90064
(34.035413777000485, -118.4321767559997)",23.92,484
Jul_2010,Jul-10,"90064
(34.035413777000485, -118.4321767559997)",25.68,503
Aug_2010,Aug-10,"90064
(34.035413777000485, -118.4321767559997)",26.04,523
Sep_2010,Sep-10,"90064
(34.035413777000485, -118.4321767559997)",24.09,516
Oct_2010,Oct-10,"90064
(34.035413777000485, -118.4321767559997)",20.64,538
Nov_2010,Nov-10,"90064
(34.035413777000485, -118.4321767559997)",18.2,534
Dec_2010,Dec-10,"90064
(34.035413777000485, -118.4321767559997)",16.52,576
Jan_2011,Jan-11,"90064
(34.035413777000485, -118.4321767559997)",16.58,577
Feb_2011,Feb-11,"90064
(34.035413777000485, -118.4321767559997)",15.07,501
Mar_2011,Mar-11,"90064
(34.035413777000485, -118.4321767559997)",16.92,538
Apr_2011,Apr-11,"90064
(34.035413777000485, -118.4321767559997)",20.79,489
May_2011,May-11,"90064
(34.035413777000485, -118.4321767559997)",23.59,487
Jun_2011,Jun-11,"90064
(34.035413777000485, -118.4321767559997)",24.87,486
Jul_2011,Jul-11,"90064
(34.035413777000485, -118.4321767559997)",26.7,512
Aug_2011,Aug-11,"90064
(34.035413777000485, -118.4321767559997)",26.69,531
Sep_2011,Sep-11,"90064
(34.035413777000485, -118.4321767559997)",23.8,518
Oct_2011,Oct-11,"90064
(34.035413777000485, -118.4321767559997)",21.29,532
Nov_2011,Nov-11,"90064
(34.035413777000485, -118.4321767559997)",18.47,532
Dec_2011,Dec-11,"90064
(34.035413777000485, -118.4321767559997)",18.1,579
Jan_2012,Jan-12,"90064
(34.035413777000485, -118.4321767559997)",17.97,581
Feb_2012,Feb-12,"90064
(34.035413777000485, -118.4321767559997)",18.17,512
Mar_2012,Mar-12,"90064
(34.035413777000485, -118.4321767559997)",20.08,526
Apr_2012,Apr-12,"90064
(34.035413777000485, -118.4321767559997)",19.62,472
May_2012,May-12,"90064
(34.035413777000485, -118.4321767559997)",22.54,472
Jun_2012,Jun-12,"90064
(34.035413777000485, -118.4321767559997)",26.15,486
Jul_2012,Jul-12,"90064
(34.035413777000485, -118.4321767559997)",17.18,525
Aug_2012,Aug-12,"90064
(34.035413777000485, -118.4321767559997)",17.01,618
Sep_2012,Sep-12,"90064
(34.035413777000485, -118.4321767559997)",16.27,613
Oct_2012,Oct-12,"90064
(34.035413777000485, -118.4321767559997)",14.72,551
Nov_2012,Nov-12,"90064
(34.035413777000485, -118.4321767559997)",13.25,524
Dec_2013,Dec-12,"90064
(34.035413777000485, -118.4321767559997)",10.66,576
Jan_2013,Jan-13,"90064
(34.035413777000485, -118.4321767559997)",10.16,584
Feb_2013,Feb-13,"90064
(34.035413777000485, -118.4321767559997)",10.42,480
Mar_2013,Mar-13,"90064
(34.035413777000485, -118.4321767559997)",12.17,499
Apr_2013,Apr-13,"90064
(34.035413777000485, -118.4321767559997)",14.07,464
May_2013,May-13,"90064
(34.035413777000485, -118.4321767559997)",15.4,480
Jun_2013,Jun-13,"90064
(34.035413777000485, -118.4321767559997)",16.08,484
Jul_2005,Jul-05,"90065
(34.10881395500047, -118.22766603799971)",20.16,434
Aug_2005,Aug-05,"90065
(34.10881395500047, -118.22766603799971)",19.75,421
Sep_2005,Sep-05,"90065
(34.10881395500047, -118.22766603799971)",18.72,396
Oct_2005,Oct-05,"90065
(34.10881395500047, -118.22766603799971)",17.23,389
Nov_2005,Nov-05,"90065
(34.10881395500047, -118.22766603799971)",15.45,367
Dec_2005,Dec-05,"90065
(34.10881395500047, -118.22766603799971)",15.36,401
Jan_2006,Jan-06,"90065
(34.10881395500047, -118.22766603799971)",15.2,416
Feb_2006,Feb-06,"90065
(34.10881395500047, -118.22766603799971)",13.2,370
Mar_2006,Mar-06,"90065
(34.10881395500047, -118.22766603799971)",14.02,404
Apr_2006,Apr-06,"90065
(34.10881395500047, -118.22766603799971)",14.47,372
May_2006,May-06,"90065
(34.10881395500047, -118.22766603799971)",16.35,367
Jun_2006,Jun-06,"90065
(34.10881395500047, -118.22766603799971)",18.13,446
Jul_2006,Jul-06,"90065
(34.10881395500047, -118.22766603799971)",20.68,534
Aug_2006,Aug-06,"90065
(34.10881395500047, -118.22766603799971)",19.95,470
Sep_2006,Sep-06,"90065
(34.10881395500047, -118.22766603799971)",18.48,409
Oct_2006,Oct-06,"90065
(34.10881395500047, -118.22766603799971)",18.15,403
Nov_2006,Nov-06,"90065
(34.10881395500047, -118.22766603799971)",16.74,380
Dec_2006,Dec-06,"90065
(34.10881395500047, -118.22766603799971)",16.13,434
Jan_2007,Jan-07,"90065
(34.10881395500047, -118.22766603799971)",15.75,461
Feb_2007,Feb-07,"90065
(34.10881395500047, -118.22766603799971)",14.3,377
Mar_2007,Mar-07,"90065
(34.10881395500047, -118.22766603799971)",16.13,382
Apr_2007,Apr-07,"90065
(34.10881395500047, -118.22766603799971)",16.55,354
May_2007,May-07,"90065
(34.10881395500047, -118.22766603799971)",17.76,354
Jun_2007,Jun-07,"90065
(34.10881395500047, -118.22766603799971)",18.52,402
Jul_2007,Jul-07,"90065
(34.10881395500047, -118.22766603799971)",20.01,457
Aug_2007,Aug-07,"90065
(34.10881395500047, -118.22766603799971)",19.38,465
Sep_2007,Sep-07,"90065
(34.10881395500047, -118.22766603799971)",18.26,451
Oct_2007,Oct-07,"90065
(34.10881395500047, -118.22766603799971)",17.17,424
Nov_2007,Nov-07,"90065
(34.10881395500047, -118.22766603799971)",15.48,388
Dec_2007,Dec-07,"90065
(34.10881395500047, -118.22766603799971)",14.33,438
Jan_2008,Jan-08,"90065
(34.10881395500047, -118.22766603799971)",13.31,463
Feb_2008,Feb-08,"90065
(34.10881395500047, -118.22766603799971)",12.98,392
Mar_2008,Mar-08,"90065
(34.10881395500047, -118.22766603799971)",14.81,377
Apr_2008,Apr-08,"90065
(34.10881395500047, -118.22766603799971)",15.51,365
May_2008,May-08,"90065
(34.10881395500047, -118.22766603799971)",17.02,377
Jun_2008,Jun-08,"90065
(34.10881395500047, -118.22766603799971)",17.13,430
Jul_2008,Jul-08,"90065
(34.10881395500047, -118.22766603799971)",19.1,499
Aug_2008,Aug-08,"90065
(34.10881395500047, -118.22766603799971)",18.2,473
Sep_2008,Sep-08,"90065
(34.10881395500047, -118.22766603799971)",17.02,439
Oct_2008,Oct-08,"90065
(34.10881395500047, -118.22766603799971)",16.73,418
Nov_2008,Nov-08,"90065
(34.10881395500047, -118.22766603799971)",15.41,384
Dec_2008,Dec-08,"90065
(34.10881395500047, -118.22766603799971)",14.34,423
Jan_2009,Jan-09,"90065
(34.10881395500047, -118.22766603799971)",13.22,444
Feb_2009,Feb-09,"90065
(34.10881395500047, -118.22766603799971)",12.21,377
Mar_2009,Mar-09,"90065
(34.10881395500047, -118.22766603799971)",13.98,380
Apr_2009,Apr-09,"90065
(34.10881395500047, -118.22766603799971)",14.48,358
May_2009,May-09,"90065
(34.10881395500047, -118.22766603799971)",15.76,362
Jun_2009,Jun-09,"90065
(34.10881395500047, -118.22766603799971)",15.48,394
Jul_2009,Jul-09,"90065
(34.10881395500047, -118.22766603799971)",16.55,448
Aug_2009,Aug-09,"90065
(34.10881395500047, -118.22766603799971)",16.67,465
Sep_2009,Sep-09,"90065
(34.10881395500047, -118.22766603799971)",15.82,459
Oct_2009,Oct-09,"90065
(34.10881395500047, -118.22766603799971)",15.1,426
Nov_2009,Nov-09,"90065
(34.10881395500047, -118.22766603799971)",13.77,384
Dec_2009,Dec-09,"90065
(34.10881395500047, -118.22766603799971)",12.98,415
Jan_2010,Jan-10,"90065
(34.10881395500047, -118.22766603799971)",11.89,427
Feb_2010,Feb-10,"90065
(34.10881395500047, -118.22766603799971)",10.97,363
Mar_2010,Mar-10,"90065
(34.10881395500047, -118.22766603799971)",12.58,370
Apr_2010,Apr-10,"90065
(34.10881395500047, -118.22766603799971)",12.97,345
May_2010,May-10,"90065
(34.10881395500047, -118.22766603799971)",14.28,345
Jun_2010,Jun-10,"90065
(34.10881395500047, -118.22766603799971)",14.52,358
Jul_2010,Jul-10,"90065
(34.10881395500047, -118.22766603799971)",15.84,393
Aug_2010,Aug-10,"90065
(34.10881395500047, -118.22766603799971)",16.01,419
Sep_2010,Sep-10,"90065
(34.10881395500047, -118.22766603799971)",15.41,424
Oct_2010,Oct-10,"90065
(34.10881395500047, -118.22766603799971)",14.39,408
Nov_2010,Nov-10,"90065
(34.10881395500047, -118.22766603799971)",12.77,379
Dec_2010,Dec-10,"90065
(34.10881395500047, -118.22766603799971)",12.7,417
Jan_2011,Jan-11,"90065
(34.10881395500047, -118.22766603799971)",12.34,435
Feb_2011,Feb-11,"90065
(34.10881395500047, -118.22766603799971)",11.35,377
Mar_2011,Mar-11,"90065
(34.10881395500047, -118.22766603799971)",12.6,397
Apr_2011,Apr-11,"90065
(34.10881395500047, -118.22766603799971)",13.41,357
May_2011,May-11,"90065
(34.10881395500047, -118.22766603799971)",14.8,344
Jun_2011,Jun-11,"90065
(34.10881395500047, -118.22766603799971)",15.23,378
Jul_2011,Jul-11,"90065
(34.10881395500047, -118.22766603799971)",16.55,423
Aug_2011,Aug-11,"90065
(34.10881395500047, -118.22766603799971)",16.39,423
Sep_2011,Sep-11,"90065
(34.10881395500047, -118.22766603799971)",15.57,408
Oct_2011,Oct-11,"90065
(34.10881395500047, -118.22766603799971)",14.56,400
Nov_2011,Nov-11,"90065
(34.10881395500047, -118.22766603799971)",13.04,376
Dec_2011,Dec-11,"90065
(34.10881395500047, -118.22766603799971)",13.17,406
Jan_2012,Jan-12,"90065
(34.10881395500047, -118.22766603799971)",13.3,419
Feb_2012,Feb-12,"90065
(34.10881395500047, -118.22766603799971)",12.39,370
Mar_2012,Mar-12,"90065
(34.10881395500047, -118.22766603799971)",13.27,375
Apr_2012,Apr-12,"90065
(34.10881395500047, -118.22766603799971)",13.36,349
May_2012,May-12,"90065
(34.10881395500047, -118.22766603799971)",14.66,349
Jun_2012,Jun-12,"90065
(34.10881395500047, -118.22766603799971)",15.31,378
Jul_2012,Jul-12,"90065
(34.10881395500047, -118.22766603799971)",11.22,425
Aug_2012,Aug-12,"90065
(34.10881395500047, -118.22766603799971)",11.36,498
Sep_2012,Sep-12,"90065
(34.10881395500047, -118.22766603799971)",11.13,518
Oct_2012,Oct-12,"90065
(34.10881395500047, -118.22766603799971)",9.82,439
Nov_2012,Nov-12,"90065
(34.10881395500047, -118.22766603799971)",8.52,371
Dec_2013,Dec-12,"90065
(34.10881395500047, -118.22766603799971)",8.1,427
Jan_2013,Jan-13,"90065
(34.10881395500047, -118.22766603799971)",7.7,458
Feb_2013,Feb-13,"90065
(34.10881395500047, -118.22766603799971)",7.32,361
Mar_2013,Mar-13,"90065
(34.10881395500047, -118.22766603799971)",8.62,351
Apr_2013,Apr-13,"90065
(34.10881395500047, -118.22766603799971)",9.2,342
May_2013,May-13,"90065
(34.10881395500047, -118.22766603799971)",10.39,357
Jun_2013,Jun-13,"90065
(34.10881395500047, -118.22766603799971)",10.61,386
Jul_2005,Jul-05,"90066
(34.002152760000456, -118.4290396619997)",23.78,373
Aug_2005,Aug-05,"90066
(34.002152760000456, -118.4290396619997)",23.83,387
Sep_2005,Sep-05,"90066
(34.002152760000456, -118.4290396619997)",21.58,372
Oct_2005,Oct-05,"90066
(34.002152760000456, -118.4290396619997)",20.3,384
Nov_2005,Nov-05,"90066
(34.002152760000456, -118.4290396619997)",18.22,392
Dec_2005,Dec-05,"90066
(34.002152760000456, -118.4290396619997)",17.85,427
Jan_2006,Jan-06,"90066
(34.002152760000456, -118.4290396619997)",17.45,424
Feb_2006,Feb-06,"90066
(34.002152760000456, -118.4290396619997)",15.91,381
Mar_2006,Mar-06,"90066
(34.002152760000456, -118.4290396619997)",17.11,411
Apr_2006,Apr-06,"90066
(34.002152760000456, -118.4290396619997)",16.88,375
May_2006,May-06,"90066
(34.002152760000456, -118.4290396619997)",20.1,387
Jun_2006,Jun-06,"90066
(34.002152760000456, -118.4290396619997)",22.24,383
Jul_2006,Jul-06,"90066
(34.002152760000456, -118.4290396619997)",23.68,407
Aug_2006,Aug-06,"90066
(34.002152760000456, -118.4290396619997)",24.42,415
Sep_2006,Sep-06,"90066
(34.002152760000456, -118.4290396619997)",22.77,390
Oct_2006,Oct-06,"90066
(34.002152760000456, -118.4290396619997)",21.77,393
Nov_2006,Nov-06,"90066
(34.002152760000456, -118.4290396619997)",19.08,400
Dec_2006,Dec-06,"90066
(34.002152760000456, -118.4290396619997)",18.44,445
Jan_2007,Jan-07,"90066
(34.002152760000456, -118.4290396619997)",18.15,446
Feb_2007,Feb-07,"90066
(34.002152760000456, -118.4290396619997)",16.46,390
Mar_2007,Mar-07,"90066
(34.002152760000456, -118.4290396619997)",19.36,412
Apr_2007,Apr-07,"90066
(34.002152760000456, -118.4290396619997)",20.15,377
May_2007,May-07,"90066
(34.002152760000456, -118.4290396619997)",21.7,380
Jun_2007,Jun-07,"90066
(34.002152760000456, -118.4290396619997)",21.71,364
Jul_2007,Jul-07,"90066
(34.002152760000456, -118.4290396619997)",23.15,397
Aug_2007,Aug-07,"90066
(34.002152760000456, -118.4290396619997)",23.46,420
Sep_2007,Sep-07,"90066
(34.002152760000456, -118.4290396619997)",20.85,385
Oct_2007,Oct-07,"90066
(34.002152760000456, -118.4290396619997)",20.08,385
Nov_2007,Nov-07,"90066
(34.002152760000456, -118.4290396619997)",17.68,411
Dec_2007,Dec-07,"90066
(34.002152760000456, -118.4290396619997)",16.73,462
Jan_2008,Jan-08,"90066
(34.002152760000456, -118.4290396619997)",16.04,454
Feb_2008,Feb-08,"90066
(34.002152760000456, -118.4290396619997)",14.82,409
Mar_2008,Mar-08,"90066
(34.002152760000456, -118.4290396619997)",17.54,413
Apr_2008,Apr-08,"90066
(34.002152760000456, -118.4290396619997)",18.75,367
May_2008,May-08,"90066
(34.002152760000456, -118.4290396619997)",20.2,382
Jun_2008,Jun-08,"90066
(34.002152760000456, -118.4290396619997)",20.5,377
Jul_2008,Jul-08,"90066
(34.002152760000456, -118.4290396619997)",21.83,397
Aug_2008,Aug-08,"90066
(34.002152760000456, -118.4290396619997)",21.83,412
Sep_2008,Sep-08,"90066
(34.002152760000456, -118.4290396619997)",20.2,392
Oct_2008,Oct-08,"90066
(34.002152760000456, -118.4290396619997)",20.03,398
Nov_2008,Nov-08,"90066
(34.002152760000456, -118.4290396619997)",17.4,409
Dec_2008,Dec-08,"90066
(34.002152760000456, -118.4290396619997)",16.36,451
Jan_2009,Jan-09,"90066
(34.002152760000456, -118.4290396619997)",15.79,439
Feb_2009,Feb-09,"90066
(34.002152760000456, -118.4290396619997)",13.93,379
Mar_2009,Mar-09,"90066
(34.002152760000456, -118.4290396619997)",16.47,401
Apr_2009,Apr-09,"90066
(34.002152760000456, -118.4290396619997)",17.55,360
May_2009,May-09,"90066
(34.002152760000456, -118.4290396619997)",18.81,373
Jun_2009,Jun-09,"90066
(34.002152760000456, -118.4290396619997)",18.76,364
Jul_2009,Jul-09,"90066
(34.002152760000456, -118.4290396619997)",19.79,389
Aug_2009,Aug-09,"90066
(34.002152760000456, -118.4290396619997)",19.87,409
Sep_2009,Sep-09,"90066
(34.002152760000456, -118.4290396619997)",18.33,389
Oct_2009,Oct-09,"90066
(34.002152760000456, -118.4290396619997)",18.02,392
Nov_2009,Nov-09,"90066
(34.002152760000456, -118.4290396619997)",16.2,402
Dec_2009,Dec-09,"90066
(34.002152760000456, -118.4290396619997)",15.58,447
Jan_2010,Jan-10,"90066
(34.002152760000456, -118.4290396619997)",14.56,438
Feb_2010,Feb-10,"90066
(34.002152760000456, -118.4290396619997)",12.33,375
Mar_2010,Mar-10,"90066
(34.002152760000456, -118.4290396619997)",15.05,395
Apr_2010,Apr-10,"90066
(34.002152760000456, -118.4290396619997)",16.21,357
May_2010,May-10,"90066
(34.002152760000456, -118.4290396619997)",17.72,366
Jun_2010,Jun-10,"90066
(34.002152760000456, -118.4290396619997)",18.14,351
Jul_2010,Jul-10,"90066
(34.002152760000456, -118.4290396619997)",19.33,361
Aug_2010,Aug-10,"90066
(34.002152760000456, -118.4290396619997)",19.64,365
Sep_2010,Sep-10,"90066
(34.002152760000456, -118.4290396619997)",17.88,364
Oct_2010,Oct-10,"90066
(34.002152760000456, -118.4290396619997)",16.84,390
Nov_2010,Nov-10,"90066
(34.002152760000456, -118.4290396619997)",14.91,405
