Fund,Fund Name,Cash,Department Name,Fund Purpose,Sources of Funds,Eligible Uses,Fund Category,Ending Fund Balance,Assets,Liabilities,Grant Receivable Asset,Other Assets,Current Collected Revenue,Cash Disbursement,Outstanding Commitment,Date Fund Established,Fund Group Name,Fund Type Name,Council File Link,Fund Origin Council File #,Department,Fund Origin Ordinance #,Amending Ordinances,Code Section,Fund Origin Resolution,Amending Resolution,Currently on Budget,Replacement of GF Allowed,Any Overhead Costs Remitted to GF,Overhead Costs Reimbursement Eligibility,Interest to GF,Interest Reversion Eligibility,GF Reversion,Inactive Fund - Close,Contact,Phone,Email
573,Warner Ctr Trans Improve Trust,$11631057.77,Transportation,To track monies collected by the DOT for the implementation of the Warner Center Specific Plan,"1. Deposit of fees for the Transportation Impact Assessment (TIA). 2. Collection of fees from all commercial, industrial and non-residential component mixed use development projects in the Warner Center Specific Plan area.","1. To be used for administrative expenses for DOT staff and City planning. 2. For parking streetscape improvements, 3. Implementation of the Residential Neighborhood Protection Program. 4. Build the Warner Center Transit Hub; implement TDM and traffic mitigation.  1) Administrative expenses are limited to 10% of revenues place in the Fund each year for LADOT and City Planning staff;  2)  20% of the revenue placed in the Fund each year shall be used for parking and streetscape improvements;  3)  $9 million of revenues placed in the Fund during Phase I of the Warner Center Specific Plan shall be used to fund the implementation program of the Residential Neighborhood Protection Program; 4) DOT shall obligate monies collected from payment of TIA fees within 5 years of full payment of the fee by the Applicant, or otherwise refund the Fee to the Applicant.",Transportation,$11467904.77,$11631057.77,$163153.00,$0.00,$0.00,$1050887.97,$91864.25,$38770.04,07/09/1993,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=90-0901-S2,90-0901-S2,94,168872,"168870, 168873,168984, 170004, 171426, 171529, (CF95-1333), 174061, 167033","Admin Code, Division 5, Chapter 58,  Sec 5.435",,,Yes,No,Yes,Yes,No,No,No,No,William Halverson,(213) 972-5957,william.halverson@lacity.org
574,Local Public Safety Fund,$20204.01,Controller,Public safety primarily police and fire services,"City Allocation of 1/2 cent of the State sales tax per SB 509 and Proposition 172 passed on the Nov, 1993 ballot. Funds are allocated to cities in direct proportion to the amount of property taxes shifted from cities to schools in the 1993-94 State Budget","For public safety services, which include, but are not limited to, police and fire protection ",Law Enforcement,$20204.01,$20204.01,$0.00,$0.00,$0.00,$12812563.27,$13937990.00,$0.00,12/20/1993,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-0060,93-0060,26,170742,,,,,Yes,No,No,No,Yes,Not Applicable,No,No,Kevin McNeely,(213) 978-7200,controller.galperin@lacity.org
575,MBDA MINORITY BUSINESS CENTER LOS ANGELES,$43721.97,Mayor,To track grant funds from the US Dept. of Commerce's MBDA to operate the LA Minority Business Center,FY2011 Minority Business Development Agency Business Center Program grant award,For the operation of the MBDA Minority Business Center - Los Angeles,Law Enforcement,$816221.97,$816221.97,$0.00,$0.00,$772500.00,$41828.20,$18636.44,$0.00,01/14/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=13-0264,13-0264,46,,,,,,No,No,No,No,Yes,Not Applicable,No,No,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
576,McKinney Homeless Veteran Rein,$0.00,Disability,To provide employment counseling and both classroom and on-the-job training for homeless veterans.,U.S. Dept. of Labor Grants,"Salaries, office and administrative expenses, travel, support services, contract expenses",Community Development,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/14/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=97-1469,97-1469,65,171996,,,,,No,No,No,,No,,No,Yes,Tony Abraham,(213) 202-2746,tony.abraham@lacity.org
577,Warner Ctr Cultural Aff Trust,$221071.00,Cultural Affairs,"Provide cultural/artistic facilities, services &amenities available to Warner Ctr Spec Plan Projects.",1% for arts fee collected within Warner Center Plan Area,The provision of artistic facilities and services benefitting projects of paid-in fees in the Warner Center Specific Plan Area,Cultural Activities,$221071.00,$221071.00,$0.00,$0.00,$0.00,$538.91,$0.00,$0.00,08/09/1993,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=90-0901-S2,90-0901-S2,30,168869,none,,,,No,No,No,No,No,No,No,No,Emilio Rodriguez,(213) 202-5530,emilio.rodriguez@lacity.org
579,Sidewalk Vending Trust Fund,$30852.91,Economic Development Department,To establish and regulate special sidewalk vending districts across the City,Annual permit fees for special sidewalk vending districts and donations or gifts for the advancement of sidewalk vending,To fund the ongoing establishment and regulation of special Sidewalk Vending Districts across the City.,Law Enforcement,$29752.01,$30852.91,$1100.90,$0.00,$0.00,$0.00,$0.00,$0.00,02/12/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-0030-S3,96-0030-S3,22,"171911, 171912, 171913",,,,,No,No,No,No,Yes,Not Applicable,No,No,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
583,Para Los Ninos,$1.00,Mayor,To fund youth intervention programs selected through the state Juvenile Delinquency Program (JJDP),Grant funds from the California Office of Criminal Justice Planning,To fund a Para Los Ninos project selected for funding through the JJDP Program FY 93/94 competitive bid process,Community Development,$1.00,$1.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,05/04/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-2099,93-2099,46,,,,,,No,No,No,Unable to Determine,Yes,Not Applicable,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
586,Used Oil Collection Trust Fund,$3231807.98,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,"To collect grants & other monies to implement a used oil collection, recycling and disposal program.","The Used Oil Program is fully financed through the Department of Resources Recycling and Recover (CAL Recycle) by offering Used Oil Payment Program, block grants and opportunity grant; Interest. ","This fund is governed by the agreement with the State Board and must be used for the education and promotion of used oil recycling-related activities and programs. Examples include community used oil collection events, used oil filter exchange promotional events, approx. 215 Certified collection centers throughout the City and 14 Marina Oil Recover centers.","Health, Environmental and Sanitation Program",$3222847.91,$3231807.98,$8960.07,$0.00,$0.00,$8452.58,$407973.92,$494148.86,03/11/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=92-2084,92-2084,50,169579,,"Chapter 69, Section 5.461 to Division 5 of the Administrative Code.",,,Yes,No,No,No,No,No,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
587,Section 108 Loan Guarantee Pro,$47104.23,Housing and Community Investment Department,To stimulate economic and housing development in impacted areas after the civil unrest.,Loan Guarantee from U.S. Dept of Housing and Urban Development,"Loans to business, purchase, rehab, construction, site improvement/ clearance/demo/relocate, capitalization of Section108 interest cost, micro-enterprise development/ lending related to housing and other physical and economic development under the CDBG program.",Community Development,$47104.23,$2555207.54,$2508103.31,$2508103.31,$0.00,$99764.21,$0.00,$0.00,06/30/1997,Governmental,Special Revenue,,94-2167              99-0684,43,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,No,No,No,No,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
588,City Planning System Deve Fund,$5662819.85,City Planning and Development,To implement and finance automated systems technologies to support Planning Department functions,"Via surcharges received pursuant to LAMC 19.13, 61.04, and 98,0418, relating Planning fees and an administrative fee for each permit request.",For the implementation and maintenance of GIS (Geographic Information System) and PCTS (Planning Case Tracking System) technologies within the Planning Department,Community Development,$5751301.80,$5751327.67,$25.87,$0.00,$88507.82,$2631905.01,$1739475.00,$0.00,07/18/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=89-2374-S2,89-2374-S2,68,169870,173305,LAAC Sec.5.457,,,Yes,No,Yes,Yes,No,No,No,No,Livea Yeh,(213) 978-1268,livea.yeh@lacity.org
589,Larmdz(Recycling Market Devzon,$1183.80,Mayor,To track grant funds from the California Integrated Waste Management Board for recycling programs,Grant funds from the California Integrated Waste Management Board,"Database development, printing, educational outreach","Health, Environmental and Sanitation Program",$1183.80,$1183.80,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,08/17/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=92-0493,92-0493,46,,,,,,No,No,No,Unable to Determine,No,No,No,No?,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
591,Title Iv Older American Act,$4295.23,Aging,To track Title IV funds to provide relief to senior citizens affected by the Northridge earthquake,Older Americans Act Title IV Disaster Relief Funds,"Emergency Fund used for Citywide Emergency , such as earthquake.",Community Development,$4295.23,$4295.23,$0.00,$0.00,$0.00,$10.52,$0.00,$0.00,10/07/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-0982,93-0982,2,,,,,,No,No,No,No,No,No,No,No,James Don,(213) 202-5612,james.don@lacity.org
592,1994 Eda Planning Grant,$289638.12,Mayor,To track grant funds from the Economic Development Administration for Northridge earthquake recovery,Economic Development Administration planning grant for earthquake recovery,To assess the needs of businesses affected by the Northridge earthquake and develop plans and regional coordination to facilitate recovery,Community Development,$289638.12,$1430619.52,$1140981.40,$0.00,$1140981.40,$706.11,$0.00,$690.40,10/07/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0082-S57,94-0082-S57,46,,,,,,No,No,No,Yes,No,No,No,No,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
593,Audit Repayment,$899645.49,Economic Development Department,To repay Department of Labor grant funds for expenses that were disallowed following a federal audit,Funds originated from a CRA swap with the CDBG. Some collections were received from individuals and agencies relative to disallowed costs. Majority of the deposits into this fund are from interest earnings.,To resolve and repay costs that were disallowed or questioned by a Department of Labor audit of the City's implementation of a program from the Job Training Partnership Act,Community Development,$729625.94,$1043915.49,$314289.55,$0.00,$144270.00,$6892.92,$0.00,$0.00,07/01/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-1088,94-1088,22,,,,,,Yes,No,No,Not Applicable,No,No,No,No,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
596,Transp Regulation &Enforcement,$946853.46,Transportation,Enforcement of Transportation Regulation for Taxicab,"Penalties from taxicab operators. individual permit holders, other fines and bond forfeitures","To be used for activities within DOT's franchise and taxicab regulations bureau.  An ordinance amending Sect. 71.05(b) and 71.06.1 of the L.A. Municipal Code to provide for a bandit enforcement task force assessment fee to taxicab operators based upon the number of taxicabs in City service.  Each new or replacement member of a franchised taxicab operator who makes application for membership as a taxicab vehicle permittee shall submit with an application a nonrefundable processing fee, in the amount specified in Sect. 71.06.1",Transportation,$944653.52,$946853.46,$2199.94,$0.00,$0.00,$374144.92,$139967.67,$77139.78,11/18/1994,Governmental,Special Revenue,,,94,170068,,"Chapter VII, Article 1",,,No,No,No,No,No,No,No,No,William Halverson,(213) 972-5957,william.halverson@lacity.org
597,Fund For Senior Services,$731704.86,Aging,To track donations from the Combined Federal Campaign for Meals-on-Wheels programs,"1) Charitable donations raised through the Combined Federal Program
2) SCAN Foundation one time donation
3) Federal Grant","1) Fund Meals-on-Wheels and other senior social services designed to improve senior nutrition, social and health services.

2) Scan Foundation donation used to administer temporary emergency food and meals program. 

3) Federal Grant fund the Stroke Prevention/Intervention Research Program.",Social Services,$731704.86,$731704.86,$0.00,$0.00,$0.00,$7408.59,$9381.00,$1808.00,11/15/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=92-1564,92-1564,2,,,,,,No,No,No,No,No,No,No,No,James Don,(213) 202-5612,james.don@lacity.org
599,Senior Cityride Program Fund,$405124.78,Aging,To track local grant funds for  Cityride programs for seniors,Prop . A  local Transit Grant,To fund the assistive transportation for senior citizens,Social Services,$405124.78,$405124.78,$0.00,$0.00,$0.00,$1203946.45,$1040016.99,$2907161.01,12/15/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0409-S1,94-0409-S1,2,,,,,,No,No,No,No,No,No,No,No,James Don,(213) 202-5612,james.don@lacity.org
604,Commu Facil Dist 2 Playa Vista,$17.89,City Administrative Officer,holds fees from the Playa Vista Project to pay for City costs for Community Facilities District #2,Fees and charges relative to the Playa Vista Project,"Citys costs (including consultants) related to the City review, approval and formation of the Community Facilities District No. 2 (Playa Vista) and the issuance of bonds.",Debt Service,$17.89,$17.89,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/23/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-2246,94-2246,10,170256,,,,,No,No,No,No,No,No,No,Yes,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
608,Seismic Bond Reimb Fund,$28812084.03,CAO Non-Departmental - Appropriations to Special Purpose Fund,To receive Federal and State funds as reimbursement for projects in the City's Seismic Bond Program,Federal and State Grants Advances Gifts or Loans,Expenditures for Seismic Bridges and Buildings GO Bond Program,Seismic Improvement,$29583747.98,$30132995.17,$549247.19,$0.00,$1320911.14,$1455287.11,$863033.78,$942409.95,03/07/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-0038-S1,93-0038-S1,50,,,,,,No,No,Yes,Yes,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
610,Jtpa Title Iia Older Wkr Trng,$0.00,Disability,Job training and placement for disabled older workers,Title II-A Job Training Partnership Act Grant Award,Grant to train and place disabled workers aged 55 years and older into unsubsidized employment,Community Development,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,05/24/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0951-S1,94-0951-S1,65,,,,,,No,No,No,,No,,No,Yes,Tony Abraham,(213) 202-2746,tony.abraham@lacity.org
611,Cdbg Earthquake Trust Fund,$10176.99,Housing and Community Investment Department,To track funds for a HUD grant for Northridge Earthquake housing repairs and recovery projects,US Department of Housing and Urban Development (HUD) Community Development Block Grant emergency supplemental funds,"Earthquake recovery housing costs, especially costs of repair for damaged or abandoned multifamily and condominium projects in the City",Community Development,$0.00,$10176.99,$10176.99,$0.00,$0.00,$29311.46,$0.00,$0.00,06/27/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0082-S80,94-0082-S80,43,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,Yes,Not Applicable,No,Yes,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
612,Entrepreneurial Trng & Placemt,$0.00,Disability,Entrepreneurial training & placement program for persons with disabilities to start small businesses,California Department of Rehabilitation grant award,"For salaries and administrative costs to provide up to 6,000 each for each of the 10 local area participants identified by the grant award",Community Development,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/09/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-0828,95-0828,65,,,,,,No,No,No,,No,,No,Yes,Tony Abraham,(213) 202-2746,tony.abraham@lacity.org
613,Westwood Vil Bus Improvmnt Dis,$25830.73,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Benefit assessment for businesses falling within the borders of the Westwood Village Business Improvement District,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$25830.73,$25830.73,$0.00,$0.00,$0.00,$63.04,$0.00,$0.00,05/31/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-1479,94-1479,14,170528,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
618,Shoshone Av/Rinaldi Drng Dist,$191583.37,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,For street drainage improvement projects in the Shoshone Ave and Rinaldi Street Drainage District,Per-acre fees collected pursuant to the establishment of the Shoshone Ave and Rinaldi Street Drainage District,For construction of the local drainage facilities within the Shoshone Ave and Rinaldi Street Drainage District Planned Local Drainage Facilities Fund,"Health, Environmental and Sanitation Program",$191583.37,$191583.37,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/01/1988,Governmental,Special Revenue,,,50,"127,393",,,,,No,No,No,No,Yes,Not Applicable,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
619,Winnetka Av/Devonshir Drn Dist,$14088.00,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,For street drainage improvement projects in the Winnetka Ave/Devonshire Street Drainage District,Per-acre fees collected pursuant to the establishment of the Winnetka Ave/Devonshire Street Drainage District,For construction of the local drainage facilities within the Winnetka Ave/Devonshire Street Drainage District Planned Local Drainage Facilities Fund,"Health, Environmental and Sanitation Program",$14088.00,$14088.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/30/1987,Governmental,Special Revenue,,,50,"128,956",,,,,Yes,Not Applicable,No,No,No,No,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
61A,Grand Canal/Linnie Canal Impro,$37831.06,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for infrastructure development in the Grand Canal Court and Linnie Canal Court area,Cash assessments and proceeds from the sale of bonds,"For improvements to the Grand Canal Court Area including pavement, longitudinal gutter, drainage system, alley intersection, traffic control requirements and related work",Construction and Engineering,$37831.06,$37831.06,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/01/2002,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-2389,96-2389,50,174090,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61B,Grand Canal/Carroll Canal Impr,$37490.84,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for infrastructure development in the Grand Canal Court and Carroll Canal Court area,Cash assessments and proceeds from the sale of bonds,"For improvements to the Grand Canal Court Area including pavement, longitudinal gutter, drainage system, alley intersection, traffic control requirements and related work",Construction and Engineering,$37490.84,$37490.84,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/01/2002,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-0896,00-0896,50,174091,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61C,Grand Canal/Howland Canal Impr,$27599.54,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for infrastructure development in the Grand Canal Court and Howland Canal Court area,Cash assessments and proceeds from the sale of bonds,"For improvements to the Grand Canal Court Area including pavement, longitudinal gutter, drainage system, alley intersection, traffic control requirements and related work",Construction and Engineering,$27599.54,$27599.54,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/08/2001,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-0897,00-0897,50,174092,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61D,Grand Canalrehab/Wash To Ballo,$9252.75,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,"To track funds for improvements in the Grand Canal Court area, Washington Blvd to Ballona Lagoon",Cash assessments and proceeds from the sale of bonds,"For improvements to the Grand Canal Court Area including an erosion control filter, reinforced concrete footing, gravel fillings, landscape planting, metal beam guardrails, and related works",Construction and Engineering,$0.00,$9252.75,$9252.75,$0.00,$0.00,$0.00,$0.00,$0.00,09/17/2001,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-1009,00-1009,50,174218,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61F,Howland Canal Ct Imp Dist Fd,$124109.69,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,"To track funds for improvements to Howland Canal Court, between Dell Ave and Eastern Canal",Cash assessments and proceeds from the sale of bonds,"For improvements to the Howland Canal Court area including pavement, longitudinal gutter, drainage system, alley intersection and related work",Construction and Engineering,$124109.69,$124109.69,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,05/07/2004,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=02-0210,02-0210,50,175812,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61H,Linnie Canal Ct Imp Dist Fd,$105105.20,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,"To track funds for improvements to Linnie Canal Court, between Dell Ave and Eastern Canal",Cash assessments and proceeds from the sale of bonds,"For improvements to the Linnie Canal Court area including pavement, longitudinal gutter, drainage system, alley intersection and related work",Construction and Engineering,$105105.20,$105105.20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/17/2005,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=02-0710,02-0710,50,176153,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61K,Oxford Av & Hobart Blvd Lighti,$59827.00,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for improvements to the Oxford Avenue and Hobart Boulevard Lighting District,Cash assessments and proceeds from the sale of bonds,To install five modern and six ornamental street lights on Oxford Avenue from Hobart Boulevard to Washington Boulevard,Construction and Engineering,$59827.00,$59827.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/09/2007,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=04-2494,Apr-94,50,178137,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61L,Hortense St & Irvine Av Lighti,$9803.85,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for improvements to the Hortense Street and Irvine Avenue Lighting District,Cash assessments and proceeds from the sale of bonds,"For necessary electroliers and appliances in certain public streets in the Lighting District, to be maintained and furnished with electric current for an initial period of 12 months",Construction and Engineering,$9803.85,$9803.85,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,05/02/2008,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-2608,May-08,50,179819,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61M,Ottoman St ( Near Arleta Ave) Lighting District,$16611.34,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for improvements to the Ottoman Street Lighting District,Cash assessments and proceeds from the sale of bonds,For the installation and maintenance of three modern street lights within the Ottoman Street Lighting District,Construction and Engineering,$16611.34,$16611.34,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/13/2012,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0215-S1,11-0215-S1,50,182194,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61N,WILTON DRIVE AND RIDGEWOOD PLACE LIGHTING DISTRICT,$204096.85,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track funds for improvements to the Wilton Drive and Ridgewood Place Lighting District,Cash assessments and proceeds from the sale of bonds,For the installation and maintenance of 32 ornamental street lights within the Wilton Drive and Ridgewood Place Lighting District,Construction and Engineering,$204096.85,$204096.85,$0.00,$0.00,$0.00,$0.00,$5204.48,$0.00,07/08/2013,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=12-1379,12-1379,50,182495/182496/182597/182598,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
61P,WINDSOR SQUARE LIGHTING DISTRICT,$888471.75,Street Lighting Non-Departmental - Appropriations to Special Purpose Fund,To track cash assessments and proceeds from the sale of bonds for the proposed improvements,Cash assessments and proceeds from sale of bonds,For the installation of 99 ornamental streetlights throughout the boundaries of the lighting district,Construction and Engineering,$888471.75,$888471.75,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/14/2013,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=12-1434,12-1434,50,182572; 182573,,,,,No,No,No,Yes,Yes,Not Applicable,No,No,Carleen Marquez,(213) 847-1327,carleen.marquez@lacity.org
623,Terra Bell/Fenton Av Dr Dist,$81745.00,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,For street drainage improvement projects in the Terra Balle/Fenton Ave. Street Drainage District,Per-acre fees collected pursuant to the establishment of the Terra Bella/Fenton Street Drainage District,For construction of the local drainage facilities within the Terra Bella/Fenton Street Drainage District Planned Local Drainage Facilities Fund,"Health, Environmental and Sanitation Program",$81745.00,$81745.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/24/1984,Governmental,Special Revenue,,,50,,Not Applicable,,,,No,No,No,No,Yes,Not Applicable,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
624,Mason/Lassen Dr Dt Plnd Loc Dr,$0.00,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,For street drainage improvement projects in the Mason Avenue and Lassen Street Drainage District,Per-acre fees collected pursuant to the establishment of the Mason Avenue and Lassen Street Drainage District,For construction of the local drainage facilities within the Mason Avenue and Lassen Street Drainage District Planned Local Drainage Facilities Fund,"Health, Environmental and Sanitation Program",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/30/1987,Governmental,Special Revenue,,,50,"137,551",,,,,No,No,No,No,Yes,Not Applicable,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
625,Vanalden Chn Dr Dt Plnd Loc Dr,$0.00,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,For street drainage improvement projects in the Vanalden Channel Drainage District,Per-acre fees collected pursuant to the establishment of the Vanalden Channel Drainage District,For construction of the local drainage facilities within the Vanalden Channel Drainage District Planned Local Drainage Facilities Fund,"Health, Environmental and Sanitation Program",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/30/1987,Governmental,Special Revenue,,,50,"137,552",,,,,No,No,No,No,Yes,Not Applicable,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
