ID NUMBER,FISCAL YEAR,DEPARTMENT NAME,VENDOR NAME,TRANSACTION DATE,DOLLAR AMOUNT,AUTHORITY,BUSINESS TAX REGISTRATION CERTIFICATE,GOVERNMENT ACTIVITY,FUND GROUP NAME,FUND TYPE,FUND NAME,FUND,ACCOUNT NAME,ACCOUNT CODE,TRANSACTION ID,EXPENDITURE TYPE,SETTLEMENT/JUDGMENT,FISCAL MONTH NUMBER,FISCAL YEAR-MONTH,FISCAL YEAR-QUARTER,CALENDAR MONTH NUMBER,CALENDAR MONTH/YEAR,CALENDAR MONTH,DATA SOURCE,AUTHORITY NAME,AUTHORITY LINK,DEPARTMENT NUMBER,PROGRAM,VENDOR ID,ZIP,PAYMENT METHOD,PAYMENT STATUS,INV NUM,INVOICE DUE DATE,INVOICE DISCOUNT DUE DATE,INV DATE,INV LINE,INVOICE DISTRIBUTION LINE,PO NUM,DESCRIPTION,DETAILED ITEM DESCRIPTION,UNIT PRICE,UNIT OF MEASURE,QUANTITY,SALES TAX PERCENT,SALES TAX,DISCOUNT,RECEIVER ID,PO DATE,PO LINE NUMBER,PROCUREMENT ORGANIZATION,BUYER NAME,SUPPLIER CITY,SUPPLIER COUNTRY,BU NAME,SITE LOCATION,ITEM CODE,ITEM CODE NAME,CURRENCY,VALUE OF SPEND,VENDOR NUM
1547250,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/06/2014,$4390.01,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,AD26150000021201,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020036,,,09/12/2014,1,1,GAE02CO14119338Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
421357,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,08/25/2014,$4378.99,CO119670,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02KAA7,EFT26150000001343,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119670,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020028,,,07/28/2014,2,3,GAE02CO14119670Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,3,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
410592,2015,AGING,ONEGENERATION,07/08/2014,$4369.00,CO119601,0000611371,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02KAA7,AD26150000001171,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,ONEGENERATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119601,02,SENIOR SERVICES,100002398,91406,CHECK,PAID,GAX0215395020008,,,06/20/2014,2,3,GAE02CO14119601Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,3,,,,,,,,,,,100002398 - ONEGENERATION
421317,2015,AGING,ONEGENERATION,08/12/2014,$4368.00,CO119601,0000611371,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02KAA7,AD26150000008702,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,ONEGENERATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119601,02,SENIOR SERVICES,100002398,91406,CHECK,PAID,GAX0215395020016,,,07/21/2014,2,3,GAE02CO14119601Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,3,,,,,,,,,,,100002398 - ONEGENERATION
1547317,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/20/2014,$4329.00,CO124082,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,AD26150000023512,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124082,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX021542J020015,,,09/19/2014,1,5,GAE02CO15124082Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,5,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547317,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/20/2014,$4329.00,CO124082,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,AD26150000023512,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124082,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX021542J020015,,,09/19/2014,1,5,GAE02CO15124082Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,5,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547054,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,10/08/2014,$4309.00,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02LA08,EFT26150000002444,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,AREA PLAN FOR THE AGING TIT 7,100025319,90057,EFT,PAID,GAX0215395020046,,,09/12/2014,3,2,GAE02CO15119332Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,6,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547047,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,10/08/2014,$4309.00,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02LA08,EFT26150000002442,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,AREA PLAN FOR THE AGING TIT 7,100025319,90057,EFT,PAID,GAX0215395020044,,,09/12/2014,3,2,GAE02CO15119332Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,6,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547047,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,10/08/2014,$4309.00,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02LA08,EFT26150000002442,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,AREA PLAN FOR THE AGING TIT 7,100025319,90057,EFT,PAID,GAX0215395020044,,,09/12/2014,3,2,GAE02CO15119332Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,6,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547054,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,10/08/2014,$4309.00,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02LA08,EFT26150000002444,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,AREA PLAN FOR THE AGING TIT 7,100025319,90057,EFT,PAID,GAX0215395020046,,,09/12/2014,3,2,GAE02CO15119332Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,6,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547142,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,10/02/2014,$4270.01,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,EFT26150000002314,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,SENIOR SERVICES,100025319,90057,EFT,PAID,GAX0215395020034,,,09/12/2014,1,2,GAE02CO14119332Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547142,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,10/02/2014,$4270.01,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,EFT26150000002314,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,SENIOR SERVICES,100025319,90057,EFT,PAID,GAX0215395020034,,,09/12/2014,1,2,GAE02CO14119332Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547330,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4168.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,10,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,11,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547330,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4168.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,10,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,11,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547328,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4153.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,8,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,9,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547328,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4153.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,8,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,9,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547165,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/09/2014,$4133.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS FOR SENIORS,02LQ04,AD26150000021925,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020049,,,09/17/2014,3,12,GAE02CO15119333Y,HOME DELIVERED MEALS FOR SENIORS,,,,,,,,,,26,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547165,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/09/2014,$4133.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS FOR SENIORS,02LQ04,AD26150000021925,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020049,,,09/17/2014,3,12,GAE02CO15119333Y,HOME DELIVERED MEALS FOR SENIORS,,,,,,,,,,26,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547329,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4126.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,9,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,10,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547329,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4126.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,9,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,10,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547327,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4106.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,7,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,8,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547327,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$4106.00,CO124446,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,EFT26150000002376,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124446,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX021542J020014,,,09/15/2014,1,7,GAE02CO15124446Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,8,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
421275,2015,AGING,BET TZEDEK,08/14/2014,$4100.00,CO119340,0000503721,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT PROGRAM III E,02KAA9,AD26150000009281,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,BET TZEDEK,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119340,02,SENIOR SERVICES,100004054,,CHECK,PAID,GAX0215395020020,,,07/30/2014,1,5,GAE02CO14119340Y,FAMILY CAREGIVER SUPPORT PROGRAM III E,,,,,,,,,,5,,,,,,,,,,,100004054 - BET TZEDEK
421281,2015,AGING,BET TZEDEK,08/18/2014,$4095.00,CO119340,0000503721,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT PROGRAM III E,02KAA9,AD26150000009905,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,BET TZEDEK,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119340,02,SENIOR SERVICES,100004054,,CHECK,PAID,GAX0215395020024,,,07/30/2014,1,5,GAE02CO14119340Y,FAMILY CAREGIVER SUPPORT PROGRAM III E,,,,,,,,,,5,,,,,,,,,,,100004054 - BET TZEDEK
421325,2015,AGING,SAINT BARNABAS SENIOR CENTER OF LOS ANGELES,08/13/2014,$4093.99,CO119332,0000563835,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02KAA8,EFT26150000000992,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,ST BARNABAS SR CENTER,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119332,02,SENIOR SERVICES,100025319,90057,EFT,PAID,GAX0215395020018,,,07/15/2014,2,5,GAE02CO14119332Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,5,,,,,,,,,,,100025319 - SAINT BARNABAS SENIOR CENTER OF LOS ANGELES
1547166,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/10/2014,$4077.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000022224,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020050,,,09/17/2014,1,1,GAE02CO15119333Y,SOCIAL SERVICES III B,,,,,,,,,,3,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547166,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/10/2014,$4077.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000022224,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020050,,,09/17/2014,1,1,GAE02CO15119333Y,SOCIAL SERVICES III B,,,,,,,,,,3,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547092,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/16/2014,$4044.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02LA07,EFT26150000002706,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020058,,,09/26/2014,2,3,GAE02CO15119666Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,4,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547097,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/16/2014,$4044.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02LA07,EFT26150000002707,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020059,,,10/07/2014,2,3,GAE02CO15119666Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,4,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547092,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/16/2014,$4044.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02LA07,EFT26150000002706,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020058,,,09/26/2014,2,3,GAE02CO15119666Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,4,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
